dataset,scope,entity,period_start,period_end,metric,value,unit,source_url,source_note
live_dashboard_2026,Department,Health Research,2026-01-01,2026-08-24,received,1026,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Health Research,2026-01-01,2026-08-24,disposed,972,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Health Research,2026-01-01,2026-08-24,percent_disposed,94.74,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Health Research,2026-01-01,2026-08-24,pending_0_60_days,54,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Health Research,2026-01-01,2026-08-24,pending_60_180_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Health Research,2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Health Research,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Legal Affairs,2026-01-01,2026-08-24,received,3718,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Legal Affairs,2026-01-01,2026-08-24,disposed,3431,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Legal Affairs,2026-01-01,2026-08-24,percent_disposed,92.28,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Legal Affairs,2026-01-01,2026-08-24,pending_0_60_days,283,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Legal Affairs,2026-01-01,2026-08-24,pending_60_180_days,4,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Legal Affairs,2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Legal Affairs,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Military Affairs,2026-01-01,2026-08-24,received,19455,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Military Affairs,2026-01-01,2026-08-24,disposed,18426,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Military Affairs,2026-01-01,2026-08-24,percent_disposed,94.71,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Military Affairs,2026-01-01,2026-08-24,pending_0_60_days,993,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Military Affairs,2026-01-01,2026-08-24,pending_60_180_days,36,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Military Affairs,2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Military Affairs,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Agriculture and Farmers Welfare,2026-01-01,2026-08-24,received,26537,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Agriculture and Farmers Welfare,2026-01-01,2026-08-24,disposed,25718,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Agriculture and Farmers Welfare,2026-01-01,2026-08-24,percent_disposed,96.91,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Agriculture and Farmers Welfare,2026-01-01,2026-08-24,pending_0_60_days,819,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Agriculture and Farmers Welfare,2026-01-01,2026-08-24,pending_60_180_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Agriculture and Farmers Welfare,2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Agriculture and Farmers Welfare,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,"Animal Husbandry, Dairying",2026-01-01,2026-08-24,received,2286,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,"Animal Husbandry, Dairying",2026-01-01,2026-08-24,disposed,2205,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,"Animal Husbandry, Dairying",2026-01-01,2026-08-24,percent_disposed,96.46,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,"Animal Husbandry, Dairying",2026-01-01,2026-08-24,pending_0_60_days,78,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,"Animal Husbandry, Dairying",2026-01-01,2026-08-24,pending_60_180_days,3,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,"Animal Husbandry, Dairying",2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,"Animal Husbandry, Dairying",2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Agriculture Research and Education,2026-01-01,2026-08-24,received,1149,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Agriculture Research and Education,2026-01-01,2026-08-24,disposed,1069,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Agriculture Research and Education,2026-01-01,2026-08-24,percent_disposed,93.04,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Agriculture Research and Education,2026-01-01,2026-08-24,pending_0_60_days,78,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Agriculture Research and Education,2026-01-01,2026-08-24,pending_60_180_days,2,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Agriculture Research and Education,2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Agriculture Research and Education,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Consumer Affairs,2026-01-01,2026-08-24,received,24260,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Consumer Affairs,2026-01-01,2026-08-24,disposed,24008,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Consumer Affairs,2026-01-01,2026-08-24,percent_disposed,98.96,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Consumer Affairs,2026-01-01,2026-08-24,pending_0_60_days,251,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Consumer Affairs,2026-01-01,2026-08-24,pending_60_180_days,1,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Consumer Affairs,2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Consumer Affairs,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Earth Sciences,2026-01-01,2026-08-24,received,255,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Earth Sciences,2026-01-01,2026-08-24,disposed,249,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Earth Sciences,2026-01-01,2026-08-24,percent_disposed,97.65,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Earth Sciences,2026-01-01,2026-08-24,pending_0_60_days,6,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,Department,Earth Sciences,2026-01-01,2026-08-24,pending_60_180_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
